entry_timestamp,exit_timestamp,direction,probability_up,threshold,entry_price,exit_price,position_size,pnl,return_pct,equity_after,risk_amount,expected_pnl,risk_profile,effective_long_threshold,effective_short_threshold,regime_name
2024-12-31 18:30:00+00:00,2025-01-02 14:30:00+00:00,long,0.5592006295143769,0.52,249.7700042724609,247.82566723941915,101,-246.83158120025507,-0.02504399953407219,9609.08543654455,196.37804033721798,111.1031862450236,normal,0.52,0.4,normal
2025-01-02 15:30:00+00:00,2025-01-02 17:30:00+00:00,long,0.5332342192690714,0.52,244.8950042724609,242.46197624412835,78,-227.9798068764434,-0.023725442799104247,9381.105629668107,189.7761862099395,93.57025196071375,normal,0.52,0.4,normal
2025-01-02 19:30:00+00:00,2025-01-08 14:30:00+00:00,long,0.5239336448931693,0.52,243.2310943603516,240.88377199245915,79,-223.86897997243875,-0.023863816143850303,9157.23664969567,185.4384670635032,86.60239840204963,normal,0.52,0.4,normal
2025-01-08 15:30:00+00:00,2025-01-10 14:30:00+00:00,long,0.5355001555623354,0.52,242.7100067138672,240.3870850768594,78,-219.0506487339713,-0.023921042680626933,8938.186000961698,181.187887686608,90.48531003152272,normal,0.52,0.4,normal
2025-01-10 17:30:00+00:00,2025-01-13 14:30:00+00:00,long,0.5237018796218094,0.52,237.1150054931641,233.90155212565634,55,-202.82258581717448,-0.022691694466343833,8735.363415144524,176.73993521292644,82.42536635776345,normal,0.52,0.4,normal
2025-01-13 16:30:00+00:00,2025-01-15 15:30:00+00:00,long,0.5275083076398438,0.52,232.32000732421875,238.47383444852161,51,290.14854259237575,0.03321539457526683,9025.5119577369,174.35843518858084,83.17302940478623,normal,0.52,0.4,normal
2025-01-15 17:30:00+00:00,2025-01-16 14:30:00+00:00,long,0.526708674383315,0.52,237.52999877929688,234.79274587516431,65,-208.80033860992503,-0.023134459251470608,8816.711619126976,177.92143876861644,84.47430367431589,normal,0.52,0.4,normal
2025-01-16 15:30:00+00:00,2025-01-21 14:30:00+00:00,long,0.5377782322282909,0.52,230.5850067138672,227.6779360766267,60,-202.09443904009285,-0.022921747673097206,8614.617180086883,174.4242382344288,88.22012555290789,normal,0.52,0.4,normal
2025-01-21 15:30:00+00:00,2025-01-23 14:30:00+00:00,long,0.5260554350767591,0.52,220.10780334472656,225.96992986589396,52,281.93936755285307,0.032728020486455275,8896.556547639737,169.35032172261435,80.09511836508692,normal,0.52,0.4,normal
2025-01-29 17:30:00+00:00,2025-01-31 14:30:00+00:00,long,0.5410510854911815,0.54,237.42999267578125,241.21141545429558,35,115.72969776069672,0.013008369827245115,9012.286245400433,88.23319816533427,31.113470943947306,safe,0.54,0.38,safe
2025-01-31 15:30:00+00:00,2025-01-31 18:30:00+00:00,long,0.540188723065295,0.54,238.94900512695312,235.86638032377164,29,-103.25516158962645,-0.011457155130012033,8909.031083810807,89.39611929226317,31.330819526437892,safe,0.54,0.38,safe
2025-02-03 18:30:00+00:00,2025-02-06 14:30:00+00:00,long,0.5422092910890973,0.54,228.47000122070312,233.63138948322418,25,117.61120650199129,0.013201346520802968,9026.642290312799,86.02313770868406,30.58322357702938,safe,0.54,0.38,safe
2025-02-06 16:30:00+00:00,2025-02-07 16:30:00+00:00,long,0.5402551118664517,0.54,231.3300018310547,228.84713847378583,36,-106.0388409935147,-0.011747318391835836,8920.603449319284,89.38308086167876,31.34108501305714,safe,0.54,0.38,safe
2025-02-07 17:30:00+00:00,2025-02-11 14:30:00+00:00,long,0.5402487961038834,0.54,229.2989044189453,232.84579745541157,37,114.2669234222496,0.01280932664157032,9034.870372741534,87.49002823283402,30.675927826874364,safe,0.54,0.38,safe
2025-02-11 15:30:00+00:00,2025-02-11 20:30:00+00:00,long,0.5424638692339518,0.54,234.6499938964844,232.3493866490516,39,-108.02638217380473,-0.011956605653106375,8926.84399056773,89.72368264987895,31.955957480552385,safe,0.54,0.38,safe
2025-02-13 15:30:00+00:00,2025-02-14 14:30:00+00:00,long,0.5403496160966198,0.54,240.47999572753903,243.91147294223413,39,115.07017170636058,0.01289035316713789,9041.91416227409,89.21840758207242,31.304423132239044,safe,0.54,0.38,safe
2025-02-18 15:30:00+00:00,2025-02-18 18:30:00+00:00,long,0.5410916070842532,0.54,244.72999572753903,242.81287734293812,47,-113.10918367463151,-0.012509429048393438,8928.804978599459,90.10456407624284,31.78249437785793,safe,0.54,0.38,safe
2025-02-21 16:30:00+00:00,2025-02-21 19:30:00+00:00,long,0.5401081305520609,0.54,247.3699951171875,245.6204897145329,51,-114.4565150373373,-0.012818794375245784,8814.348463562123,89.22477553538417,31.25279124797482,safe,0.54,0.38,safe
2025-02-27 15:30:00+00:00,2025-02-27 19:30:00+00:00,long,0.5403079431985465,0.54,241.5200042724609,238.8940303017147,33,-102.59746131660708,-0.011639823605878251,8711.751002245515,86.65714103462466,30.39671305508636,safe,0.54,0.38,safe
2025-03-05 19:30:00+00:00,2025-03-07 17:30:00+00:00,long,0.5420069500699549,0.54,236.0399932861328,241.1114168491255,25,114.98358941051066,0.013198677209767914,8826.734591656026,84.52372604987772,30.00739136222883,safe,0.54,0.38,safe
2025-03-10 17:30:00+00:00,2025-03-11 13:30:00+00:00,long,0.5447490471899126,0.54,226.5800018310547,222.73580393244,22,-94.54187385008939,-0.01071085494509606,8732.192717805936,84.57235376952298,30.604419066866654,safe,0.54,0.38,safe
2025-03-11 14:30:00+00:00,2025-03-12 14:30:00+00:00,long,0.5443280907604986,0.54,221.00320434570312,216.87449633017806,21,-95.98500290854587,-0.010992084807384233,8636.20771489739,86.70286832602633,31.28414862238572,safe,0.54,0.38,safe
2025-04-23 18:30:00+00:00,2025-04-25 16:30:00+00:00,long,0.5406109564063543,0.54,204.00999450683597,209.3626501195424,24,118.67125496862614,0.013741130237513761,8754.878969866015,85.64248980330262,30.10568100065956,safe,0.54,0.38,safe
2025-05-02 19:30:00+00:00,2025-05-05 13:30:00+00:00,long,0.5402403356175519,0.54,205.3000030517578,202.41544448137634,30,-98.85475729454963,-0.011291390507487793,8656.024212571465,86.53675711144416,30.33985965140876,safe,0.54,0.38,safe
2025-05-06 14:30:00+00:00,2025-05-07 14:30:00+00:00,long,0.5418126077929034,0.54,199.03500366210935,196.34070074271727,32,-98.95593365492131,-0.01143203059797406,8557.068278916544,86.21769342054631,30.5668898546418,safe,0.54,0.38,safe
2025-05-09 17:30:00+00:00,2025-05-12 13:30:00+00:00,long,0.5413520075003375,0.54,198.91000366210935,202.61018908424654,34,112.28042410364122,0.013121365921583793,8669.348703020185,83.87086956844342,29.638289460746115,safe,0.54,0.38,safe
2025-05-23 18:30:00+00:00,2025-05-27 13:30:00+00:00,long,0.5403751942905994,0.54,195.46240234375,198.92872778318164,37,113.78982348553328,0.013125533114833844,8783.138526505718,85.50269417264718,30.00614326713763,safe,0.54,0.38,safe
2025-05-27 14:30:00+00:00,2025-06-04 13:30:00+00:00,long,0.5241822180129584,0.52,199.3650054931641,204.31225779766226,63,286.55690449124563,0.03262579812745472,9069.695430996964,173.15383065743674,80.98581457463835,normal,0.52,0.4,normal
2025-06-04 14:30:00+00:00,2025-06-05 13:30:00+00:00,long,0.5210614465849374,0.52,204.08999633789065,202.07844834105657,90,-217.7755190558877,-0.02401133761466886,8851.919911941077,181.0393197150674,83.09198777949337,normal,0.52,0.4,normal
2025-06-05 15:30:00+00:00,2025-06-05 18:30:00+00:00,long,0.5212556661400344,0.52,203.13999938964844,200.8905907621807,78,-207.1437128472692,-0.023400992655597364,8644.776199093807,175.45387294248405,80.62383822646969,normal,0.52,0.4,normal
2025-06-05 19:30:00+00:00,2025-06-06 13:30:00+00:00,long,0.5344636225369482,0.52,200.5500030517578,204.87562109503904,71,278.64078063961733,0.03223227232520213,8923.416979733425,170.62160059609207,84.71330786929907,normal,0.52,0.4,normal
2025-06-06 18:30:00+00:00,2025-06-09 16:30:00+00:00,long,0.5230552405293739,0.52,204.6999969482422,202.20248308144858,71,-206.39088410899674,-0.023129131427764165,8717.02609562443,177.32348454234636,82.37645346230399,normal,0.52,0.4,normal
2025-06-09 17:30:00+00:00,2025-06-11 19:30:00+00:00,long,0.5217948338906895,0.52,201.4600067138672,198.57364355900336,60,-197.35699009749385,-0.022640403726284418,8519.669105526935,173.18178929182977,79.84122704215379,normal,0.52,0.4,normal
2025-06-12 13:30:00+00:00,2025-06-17 17:30:00+00:00,long,0.5300343643228395,0.52,198.0666961669922,195.69233468431472,71,-196.7051361258134,-0.023088353982927055,8322.963969401122,168.5796652701005,81.60877874364489,normal,0.52,0.4,normal
2025-07-29 19:30:00+00:00,2025-07-30 14:30:00+00:00,long,0.5413074481003448,0.54,211.3500061035156,209.99790284469424,61,-108.26299953273178,-0.013007745789931833,8214.70096986839,82.47829878810288,29.136994813511457,safe,0.54,0.38,safe
